CAT_is_male,age,number_of_juvenile_fellonies,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,CAT_race_African-American,CAT_race_Asian,CAT_race_Caucasian,CAT_race_Hispanic,CAT_race_Native American,CAT_race_Other,target,split
1,0.0163934426229508,0.0,0.0,0.0,0.0,0.2483754512635378,0.0018635855385762,0,0,1,0,0,0,1,train
1,0.639344262295082,0.0,0.0,0.0,0.7105263157894737,0.2425992779783393,0.0033544539694371,1,0,0,0,0,0,0,train
0,0.1475409836065574,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,val
1,0.7868852459016394,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0070816250465896,0,0,1,0,0,0,0,train
0,0.1147540983606557,0.0,0.0,0.0,0.1052631578947368,0.215884476534296,0.0223630264629146,1,0,0,0,0,0,1,train
1,0.0491803278688524,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
1,0.4426229508196722,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0,0,0,1,0,0,0,0,test
1,0.3278688524590164,0.0,0.0,0.0,0.1578947368421052,0.1010830324909747,0.0011181513231457,1,0,0,0,0,0,1,train
1,0.3114754098360656,0.1,0.375,0.0,0.631578947368421,0.2483754512635378,0.0074543421543048,1,0,0,0,0,0,0,test
1,0.7540983606557378,0.0,0.0,0.0,0.0,0.2483754512635378,0.0014908684308609,1,0,0,0,0,0,0,test
1,0.1967213114754099,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0,1,0,0,0,0,0,1,test
1,0.7049180327868853,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
0,0.5081967213114754,0.0,0.0,0.0,0.2105263157894736,0.2418772563176895,0.0033544539694371,0,0,1,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.2459016393442623,0.0,0.0,0.0,0.3684210526315789,0.1920577617328519,0.0253447633246366,1,0,0,0,0,0,0,train
1,0.0491803278688524,0.0,0.0,0.0,0.0,0.247653429602888,0.0085724934774506,0,0,1,0,0,0,1,train
1,0.1311475409836066,0.0,0.0,0.0588235294117647,0.1842105263157894,0.2490974729241877,0.0007454342154304,0,0,0,1,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0588235294117647,0.0526315789473684,0.2483754512635378,0.0081997763697353,1,0,0,0,0,0,0,train
1,0.3278688524590164,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0055907566157286,0,0,1,0,0,0,0,train
1,0.1311475409836066,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0588235294117647,0.0526315789473684,0.2490974729241877,0.0048453224002981,0,0,1,0,0,0,0,train
0,0.2950819672131147,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,val
1,0.6557377049180328,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.5318673127096534,0,0,1,0,0,0,0,train
1,0.459016393442623,0.0,0.0,0.0,0.131578947368421,0.3393501805054151,0.0,0,0,1,0,0,0,0,train
0,0.278688524590164,0.0,0.0,0.0,0.1052631578947368,0.2274368231046931,0.0085724934774506,0,0,1,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,val
1,0.3606557377049181,0.0,0.0,0.0,0.0263157894736842,0.2339350180505415,0.0078270592620201,0,0,1,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,train
0,0.2622950819672132,0.0,0.0,0.0,0.131578947368421,0.2490974729241877,0.0003727171077152,0,0,0,1,0,0,0,val
0,0.1311475409836066,0.0,0.0,0.0,0.0789473684210526,0.2296028880866426,0.0100633619083115,1,0,0,0,0,0,0,val
1,0.5081967213114754,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0093179276928811,1,0,0,0,0,0,0,train
0,0.4754098360655738,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.4754098360655738,0.0,0.0,0.0,0.1578947368421052,0.2490974729241877,0.0018635855385762,1,0,0,0,0,0,0,val
1,0.4426229508196722,0.0,0.0,0.0,0.0263157894736842,0.5220216606498195,0.0022363026462914,0,0,0,1,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.2631578947368421,0.2483754512635378,0.0029817368617219,1,0,0,0,0,0,0,train
0,0.5573770491803279,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,test
1,0.1147540983606557,0.0,0.0,0.0588235294117647,0.2368421052631578,0.2490974729241877,0.0067089079388743,1,0,0,0,0,0,0,train
1,0.5409836065573771,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0607528885575847,1,0,0,0,0,0,0,train
0,0.180327868852459,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0242266120014908,1,0,0,0,0,0,0,train
1,0.3442622950819672,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.1930674617964964,1,0,0,0,0,0,0,train
1,0.459016393442623,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.1578947368421052,0.247653429602888,0.0245993291092061,0,0,1,0,0,0,0,train
1,0.639344262295082,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0044726052925829,1,0,0,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0089452105851658,0,0,1,0,0,0,1,train
1,0.3114754098360656,0.0,0.0,0.0,0.2105263157894736,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.5409836065573771,0.0,0.0,0.0,0.0,0.2490974729241877,0.0007454342154304,1,0,0,0,0,0,1,train
1,0.5409836065573771,0.0,0.0,0.0,0.0789473684210526,0.1870036101083032,0.0007454342154304,0,0,0,1,0,0,0,train
1,0.1639344262295082,0.0,0.125,0.0,0.2105263157894736,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,val
1,0.6229508196721312,0.0,0.0,0.0,0.1052631578947368,0.2490974729241877,0.0026090197540067,0,0,1,0,0,0,0,train
1,0.1311475409836066,0.0,0.0,0.0,0.1842105263157894,0.2483754512635378,0.0067089079388743,0,0,1,0,0,0,1,train
1,0.2459016393442623,0.0,0.0,0.0,0.1842105263157894,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,1,train
1,0.0819672131147541,0.0,0.0,0.1764705882352941,0.0,0.247653429602888,0.0003727171077152,0,0,1,0,0,0,0,val
1,0.2131147540983606,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
1,0.0163934426229508,0.05,0.0,0.0,0.0263157894736842,0.2404332129963898,0.0011181513231457,0,0,0,1,0,0,0,train
1,0.2295081967213115,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
0,0.4918032786885246,0.0,0.0,0.0,0.2368421052631578,0.1862815884476534,0.0212448751397689,0,0,0,1,0,0,0,train
1,0.7868852459016394,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
0,0.3606557377049181,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
1,0.6721311475409837,0.0,0.0,0.0,0.1052631578947368,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.131578947368421,0.3342960288808664,0.0316809541557957,1,0,0,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0789473684210526,0.2324909747292418,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.6557377049180328,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0011181513231457,0,0,1,0,0,0,0,train
1,0.180327868852459,0.0,0.0,0.0,0.0526315789473684,0.247653429602888,0.0007454342154304,0,0,1,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0526315789473684,0.395667870036101,0.0022363026462914,1,0,0,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0,0.2483754512635378,0.012299664554603,1,0,0,0,0,0,1,test
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2469314079422382,0.0018635855385762,0,0,1,0,0,0,0,train
0,0.278688524590164,0.0,0.125,0.0,0.0789473684210526,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
1,0.1967213114754099,0.05,0.0,0.0,0.131578947368421,0.2483754512635378,0.0011181513231457,1,0,0,0,0,0,1,train
1,0.0819672131147541,0.0,0.125,0.0588235294117647,0.0263157894736842,0.2483754512635378,0.0026090197540067,1,0,0,0,0,0,0,train
1,0.2295081967213115,0.0,0.0,0.0,0.0526315789473684,0.2296028880866426,0.0003727171077152,0,0,1,0,0,0,1,train
1,0.0655737704918033,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0014908684308609,0,0,1,0,0,0,0,train
1,0.0491803278688524,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
0,0.4098360655737705,0.0,0.0,0.0,0.0,0.2483754512635378,0.0,0,0,1,0,0,0,0,test
1,0.180327868852459,0.0,0.0,0.0,0.0,0.2483754512635378,0.0398807305255311,1,0,0,0,0,0,0,test
1,0.4098360655737705,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0007454342154304,1,0,0,0,0,0,0,test
1,0.1147540983606557,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,test
1,0.4754098360655738,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,val
0,0.0491803278688524,0.0,0.0,0.0,0.0,0.247653429602888,0.0003727171077152,1,0,0,0,0,0,0,test
0,0.1147540983606557,0.0,0.0,0.0,0.0263157894736842,0.1768953068592057,0.0,1,0,0,0,0,0,0,test
1,0.5901639344262296,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
1,0.2622950819672132,0.0,0.0,0.0588235294117647,0.0789473684210526,0.2483754512635378,0.0126723816623183,1,0,0,0,0,0,1,train
0,0.1639344262295082,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.5901639344262296,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
1,0.2622950819672132,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.5245901639344263,0.0,0.0,0.0,0.2894736842105263,0.0974729241877256,0.0424897502795378,0,0,0,1,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,val
1,0.5409836065573771,0.0,0.0,0.0,0.0789473684210526,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
0,0.1639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2180505415162454,0.0018635855385762,1,0,0,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.1578947368421052,0.1581227436823104,0.0044726052925829,0,0,1,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0588235294117647,0.131578947368421,0.2483754512635378,0.0104360790160268,1,0,0,0,0,0,0,train
1,0.4098360655737705,0.0,0.0,0.0,0.1052631578947368,0.2490974729241877,0.0007454342154304,0,0,1,0,0,0,0,test
1,0.4426229508196722,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0100633619083115,0,0,0,1,0,0,0,test
1,0.3770491803278689,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0424897502795378,0,0,0,1,0,0,0,train
1,0.1147540983606557,1.0,0.0,0.0,0.631578947368421,0.2483754512635378,0.0480805068952664,0,0,0,0,0,1,1,train
1,0.278688524590164,0.0,0.125,0.0,0.3157894736842105,0.2483754512635378,0.0037271710771524,0,0,0,1,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,1,0,0,0,0,0,test
1,0.0491803278688524,0.0,0.0,0.0,0.0789473684210526,0.2736462093862816,0.0234811777860603,1,0,0,0,0,0,1,test
1,0.1639344262295082,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,0,0,0,1,0,0,0,train
1,0.180327868852459,0.0,0.125,0.0,0.3421052631578947,0.2490974729241877,0.1285874021617592,1,0,0,0,0,0,1,train
1,0.1311475409836066,0.0,0.0,0.0,0.2368421052631578,0.2483754512635378,0.0786433097279165,1,0,0,0,0,0,1,train
1,0.2131147540983606,0.0,0.0,0.0,0.0,0.2483754512635378,0.0011181513231457,0,0,0,0,0,1,0,test
1,0.1639344262295082,0.0,0.0,0.0,0.0,0.2490974729241877,0.0022363026462914,0,0,1,0,0,0,0,train
1,0.4262295081967213,0.0,0.0,0.0,0.0,0.2483754512635378,0.0,0,0,1,0,0,0,0,train
1,0.3934426229508196,0.0,0.0,0.0,0.1842105263157894,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.3442622950819672,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0037271710771524,1,0,0,0,0,0,0,train
0,0.459016393442623,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0011181513231457,0,0,0,1,0,0,0,train
1,0.6065573770491803,0.0,0.0,0.0,0.0,0.2483754512635378,0.0037271710771524,0,0,1,0,0,0,0,train
0,0.2131147540983606,0.0,0.0,0.0,0.0,0.2483754512635378,0.0018635855385762,0,0,1,0,0,0,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.2295081967213115,0.0,0.0,0.1176470588235294,0.1578947368421052,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.3442622950819672,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
0,0.1311475409836066,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
0,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,0,0,0,0,0,1,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.3770491803278689,0.0,0.0,0.0,0.2368421052631578,0.2483754512635378,0.012299664554603,0,0,1,0,0,0,0,test
1,0.1147540983606557,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0,1,0,0,0,0,0,0,val
1,0.6557377049180328,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.4262295081967213,0.1,0.0,0.0,0.5,0.2368231046931407,0.0249720462169213,1,0,0,0,0,0,1,train
1,0.1639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.5901639344262296,0.0,0.0,0.0,0.0,0.2483754512635378,0.0026090197540067,0,0,1,0,0,0,0,test
1,0.0491803278688524,0.0,0.0,0.0,0.0,0.7234657039711191,0.0197540067089079,0,0,0,1,0,0,1,test
1,0.4098360655737705,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.131578947368421,0.2490974729241877,0.0,1,0,0,0,0,0,0,val
1,0.1967213114754099,0.2,0.125,0.0,0.2894736842105263,0.2490974729241877,0.0436079016026835,1,0,0,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.4098360655737705,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,val
1,0.5409836065573771,0.0,0.0,0.0,0.1052631578947368,0.2173285198555956,0.0111815132314573,1,0,0,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.2894736842105263,0.2382671480144404,0.029071934401789,0,0,0,1,0,0,1,train
1,0.2131147540983606,0.0,0.0,0.0,0.0263157894736842,0.4722021660649819,0.0857249347745061,1,0,0,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.1311475409836066,0.1,0.125,0.0,0.2105263157894736,0.187725631768953,0.0,1,0,0,0,0,0,1,test
1,0.1475409836065574,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.7868852459016394,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
0,0.2950819672131147,0.0,0.0,0.0588235294117647,0.0789473684210526,0.2490974729241877,0.0007454342154304,0,0,1,0,0,0,0,val
0,0.0655737704918033,0.0,0.0,0.0,0.0,0.2490974729241877,0.0011181513231457,1,0,0,0,0,0,1,train
1,0.1147540983606557,0.0,0.0,0.0588235294117647,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,test
1,0.6229508196721312,0.0,0.0,0.0,0.1052631578947368,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.180327868852459,0.0,0.0,0.0,0.0263157894736842,0.275812274368231,0.012299664554603,0,0,0,0,1,0,0,train
0,0.6557377049180328,0.0,0.0,0.0,0.0789473684210526,0.2361010830324909,0.0067089079388743,1,0,0,0,0,0,0,train
1,0.0983606557377049,0.0,0.125,0.1176470588235294,0.0789473684210526,0.2490974729241877,0.0,0,0,1,0,0,0,0,test
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0361535594483786,1,0,0,0,0,0,1,test
1,0.3442622950819672,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2490974729241877,0.0115542303391725,0,0,1,0,0,0,1,train
1,0.3442622950819672,0.0,0.0,0.0,0.1578947368421052,0.2483754512635378,0.0096906448005963,0,0,0,0,0,1,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.0,0.2490974729241877,0.0283265001863585,1,0,0,0,0,0,0,test
1,0.1311475409836066,0.0,0.0,0.0,0.1578947368421052,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,test
1,0.1147540983606557,0.0,0.0,0.0588235294117647,0.0526315789473684,0.2483754512635378,0.0126723816623183,1,0,0,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.0,0.2469314079422382,0.0026090197540067,1,0,0,0,0,0,0,train
1,0.278688524590164,0.0,0.0,0.0,0.1842105263157894,0.2324909747292418,0.0003727171077152,1,0,0,0,0,0,1,train
1,0.0655737704918033,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,1,train
1,0.1147540983606557,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.0,0.244043321299639,0.0003727171077152,0,0,0,1,0,0,0,test
1,0.0983606557377049,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,1,train
1,0.180327868852459,0.0,0.0,0.0,0.0,0.247653429602888,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.5245901639344263,0.0,0.0,0.0,0.2105263157894736,0.2483754512635378,0.0644800596347372,0,0,1,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0491803278688524,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,1,test
1,0.6557377049180328,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0227357435706298,1,0,0,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.1052631578947368,0.2483754512635378,0.012299664554603,1,0,0,0,0,0,0,train
0,0.2131147540983606,0.0,0.0,0.0,0.0,0.2454873646209386,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0026090197540067,1,0,0,0,0,0,0,train
1,0.4098360655737705,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2483754512635378,0.044353335818114,1,0,0,0,0,0,0,train
1,0.3934426229508196,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,val
1,0.1967213114754099,0.0,0.375,0.0,0.4736842105263157,0.2483754512635378,0.0022363026462914,1,0,0,0,0,0,0,train
1,0.180327868852459,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.1080879612374207,1,0,0,0,0,0,0,train
1,0.1311475409836066,0.0,0.0,0.0588235294117647,0.0789473684210526,0.2462093862815884,0.0316809541557957,0,0,1,0,0,0,0,train
1,0.5409836065573771,0.0,0.0,0.0,0.131578947368421,0.2490974729241877,0.0018635855385762,1,0,0,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,0,0,0,1,0,train
1,0.7213114754098361,0.0,0.0,0.0,0.0,0.247653429602888,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.278688524590164,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2490974729241877,0.0163995527394707,0,0,1,0,0,0,0,test
1,0.3606557377049181,0.0,0.0,0.0,0.0,0.2469314079422382,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.836065573770492,0.0,0.0,0.0,0.0,0.2469314079422382,0.0003727171077152,0,0,1,0,0,0,0,val
1,0.1475409836065574,0.0,0.125,0.0,0.0263157894736842,0.2483754512635378,0.0029817368617219,1,0,0,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0263157894736842,0.247653429602888,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.0983606557377049,0.0,0.0,0.0,0.1578947368421052,0.2483754512635378,0.0368989936638091,1,0,0,0,0,0,0,train
1,0.3934426229508196,0.0,0.0,0.0,0.0,0.244043321299639,0.0011181513231457,0,0,1,0,0,0,0,test
1,0.1147540983606557,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0491803278688524,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.459016393442623,0.0,0.0,0.0,0.2368421052631578,0.2490974729241877,0.0014908684308609,0,0,1,0,0,0,0,test
1,0.1311475409836066,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
1,0.3606557377049181,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.2622950819672132,0.0,0.0,0.0,0.0,0.2483754512635378,0.0104360790160268,0,0,1,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.6721311475409837,0.0,0.0,0.0,0.0789473684210526,0.2490974729241877,0.0011181513231457,0,0,1,0,0,0,1,train
1,0.3114754098360656,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,1,0,0,train
1,0.5245901639344263,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.639344262295082,0.0,0.0,0.0,0.2105263157894736,0.2483754512635378,0.0689526649273201,1,0,0,0,0,0,1,test
1,0.2131147540983606,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0011181513231457,1,0,0,0,0,0,0,train
1,0.4262295081967213,0.0,0.0,0.0,0.2368421052631578,0.2288808664259927,0.0029817368617219,1,0,0,0,0,0,0,test
0,0.1147540983606557,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.5409836065573771,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0,1,0,0,0,0,0,0,train
1,0.639344262295082,0.0,0.0,0.0,0.0526315789473684,0.2411552346570397,0.0,0,0,1,0,0,0,0,test
1,0.6065573770491803,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
0,0.3934426229508196,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
1,0.6557377049180328,0.0,0.0,0.0,0.4210526315789473,0.2151624548736462,0.0339172568020872,1,0,0,0,0,0,0,test
1,0.0491803278688524,0.0,0.0,0.0,0.0,0.2483754512635378,0.010808796123742,0,0,0,0,0,1,0,test
0,0.0983606557377049,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,0,1,0,0,0,train
1,0.3934426229508196,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0491803278688524,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0029817368617219,1,0,0,0,0,0,0,test
1,0.6557377049180328,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
1,0.459016393442623,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0134178158777487,1,0,0,0,0,0,0,val
1,0.278688524590164,0.0,0.0,0.0,0.1052631578947368,0.2483754512635378,0.0111815132314573,1,0,0,0,0,0,0,train
1,0.3934426229508196,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.3157894736842105,0.1956678700361011,0.0104360790160268,1,0,0,0,0,0,0,train
1,0.2295081967213115,0.0,0.0,0.0588235294117647,0.2105263157894736,0.2483754512635378,0.0145359672008945,1,0,0,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,test
0,0.2459016393442623,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,test
